gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Stxbp6,SST Neurons,1.46607016,0.939,0.265,1.27039E-89,5.81431E-85
Nnmt,SST Neurons,3.321210252,0.531,0.035,1.92736E-89,8.82115E-85
Fibcd1,SST Neurons,3.302444441,0.542,0.031,7.51611E-89,3.43997E-84
AW551984,SST Neurons,3.797795102,0.542,0.04,1.25616E-88,5.74918E-84
BC030500,SST Neurons,2.26924066,0.866,0.253,1.71524E-88,7.85032E-84
Nrip2,SST Neurons,1.718012887,0.894,0.271,1.75841E-88,8.04789E-84
Slc35g2,SST Neurons,1.683509286,1,0.531,4.14513E-88,1.89715E-83
Dkk3,SST Neurons,-4.070503485,0.268,0.746,9.72967E-88,4.45308E-83
Ece2,SST Neurons,1.356718464,0.972,0.392,1.56027E-85,7.14104E-81
Lppr1,SST Neurons,1.301612148,0.849,0.238,1.56382E-85,7.15731E-81
Neurod2,SST Neurons,-5.242542265,0.006,0.674,3.76498E-85,1.72315E-80
Ankrd55,SST Neurons,1.853535192,0.665,0.095,2.15673E-84,9.87092E-80
Fhl1,SST Neurons,1.538028739,0.994,0.524,6.0347E-84,2.76196E-79
Cgref1,SST Neurons,1.731568827,0.966,0.488,1.05128E-82,4.8115E-78
Klf5,SST Neurons,1.906156027,0.944,0.387,2.09757E-82,9.60016E-78
Ramp2,SST Neurons,-2.346671799,0.883,0.217,3.6477E-81,1.66948E-76
Pxdc1,SST Neurons,1.157466699,0.726,0.108,7.53625E-81,3.44919E-76
Fam46a,SST Neurons,2.556312313,0.581,0.056,5.30042E-80,2.42589E-75
Zbtb18,SST Neurons,-4.274771598,0.274,0.746,4.43853E-79,2.03143E-74
Bend4,SST Neurons,2.014161874,0.827,0.213,1.11282E-78,5.09316E-74
Dleu7,SST Neurons,1.744748291,0.955,0.452,5.28397E-78,2.41837E-73
Tunar,SST Neurons,3.028267103,0.547,0.054,9.248E-78,4.23262E-73
Gm2237,SST Neurons,1.553325333,0.927,0.396,1.05443E-76,4.82593E-72
Rasgrf2,SST Neurons,1.536494916,0.955,0.349,2.04056E-76,9.33925E-72
Lurap1l,SST Neurons,1.668865685,0.978,0.549,1.52977E-75,7.00145E-71
Sytl5,SST Neurons,1.763918207,0.598,0.072,2.76217E-75,1.26419E-70
Spock3,SST Neurons,2.271904902,0.983,0.546,3.86628E-75,1.76952E-70
Spats2l,SST Neurons,1.511861698,0.961,0.381,6.97703E-75,3.19325E-70
Lhfpl5,SST Neurons,2.245441633,0.732,0.165,1.89007E-74,8.65049E-70
Cd34,SST Neurons,-7.290625065,0.034,0.626,2.93346E-74,1.34259E-69
Galntl6,SST Neurons,1.671204694,0.961,0.549,4.1973E-74,1.92102E-69
Ppp1r1b,SST Neurons,-6.496705347,0.061,0.648,4.85624E-74,2.2226E-69
Satb2,SST Neurons,-5.994385276,0.089,0.671,1.23679E-73,5.66052E-69
Sox2,SST Neurons,-1.112987094,0.732,0.194,3.8497E-73,1.76193E-68
Fstl5,SST Neurons,1.834269772,0.916,0.428,6.28981E-73,2.87872E-68
Nfia,SST Neurons,-7.858652161,0.045,0.664,2.58422E-72,1.18274E-67
Alk,SST Neurons,2.198921541,0.648,0.154,2.87788E-72,1.31715E-67
Ifit3,SST Neurons,1.362090175,0.642,0.085,3.09443E-72,1.41626E-67
Itpka,SST Neurons,-5.002155641,0.123,0.644,1.44669E-71,6.62121E-67
Rcan3,SST Neurons,1.002831843,0.838,0.207,1.12144E-70,5.1326E-66
Fndc5,SST Neurons,1.326869919,0.994,0.526,1.5913E-70,7.28308E-66
Tmem132c,SST Neurons,2.146517241,0.581,0.094,1.25202E-69,5.73025E-65
Celf6,SST Neurons,1.81925847,0.911,0.406,1.29817E-69,5.94145E-65
Nptx1,SST Neurons,-4.417946958,0.156,0.664,1.46514E-69,6.70565E-65
Cntnap5c,SST Neurons,1.298529098,0.799,0.243,1.47943E-69,6.77107E-65
Kcns3,SST Neurons,2.414916882,0.631,0.136,3.97783E-69,1.82057E-64
Shisa6,SST Neurons,1.890682047,0.726,0.16,4.36467E-69,1.99762E-64
Zfp385a,SST Neurons,1.243866757,0.972,0.527,1.05775E-68,4.84112E-64
Neto2,SST Neurons,1.790572044,0.972,0.523,4.62688E-67,2.11763E-62
Crym,SST Neurons,-6.719053598,0.073,0.547,2.14785E-66,9.83026E-62
Gm11549,SST Neurons,-5.166402315,0.028,0.583,2.79283E-66,1.27822E-61
Nov,SST Neurons,-5.978529254,0.067,0.623,3.1724E-66,1.45194E-61
Ak4,SST Neurons,-4.714073847,0.034,0.63,3.44617E-66,1.57724E-61
Caln1,SST Neurons,-3.385115153,0.184,0.724,3.67743E-66,1.68308E-61
Gm14164,SST Neurons,1.334434603,0.715,0.152,3.95116E-66,1.80837E-61
Ier5,SST Neurons,-3.98550484,0.173,0.716,5.54458E-66,2.53765E-61
Pld5,SST Neurons,2.524777751,0.48,0.074,9.09052E-66,4.16055E-61
Flywch2,SST Neurons,1.392551751,0.966,0.504,1.46422E-65,6.70145E-61
Slc27a2,SST Neurons,2.289973973,0.648,0.111,1.51377E-65,6.9282E-61
Fam212b,SST Neurons,-5.842343525,0.034,0.599,1.19399E-64,5.46466E-60
Lzts1,SST Neurons,-3.462522216,0.123,0.699,1.86236E-63,8.52366E-59
Snx8,SST Neurons,1.341812282,0.67,0.146,3.11566E-63,1.42597E-58
Hs3st4,SST Neurons,-7.230154021,0.112,0.578,7.73746E-63,3.54128E-58
2900079G21Rik,SST Neurons,-2.859054539,0.017,0.587,1.7107E-61,7.82952E-57
Ank1,SST Neurons,1.149867499,0.816,0.23,3.44946E-61,1.57875E-56
Fezf2,SST Neurons,-6.009495714,0.039,0.537,3.98478E-61,1.82375E-56
Pcbd1,SST Neurons,1.730338822,0.693,0.164,3.1383E-60,1.43634E-55
Oprm1,SST Neurons,2.000022463,0.849,0.381,1.83776E-59,8.41108E-55
Pafah1b3,SST Neurons,1.313004098,0.933,0.504,1.95786E-59,8.96075E-55
Unc119,SST Neurons,1.240377669,0.944,0.489,2.53071E-59,1.15826E-54
Dpy19l1,SST Neurons,-3.02809388,0.173,0.697,2.55723E-58,1.17039E-53
Cygb,SST Neurons,1.451862432,0.961,0.5,3.99999E-58,1.83072E-53
Nrip3,SST Neurons,1.355201551,0.994,0.573,1.21653E-57,5.56782E-53
Cobl,SST Neurons,-3.883714645,0.223,0.693,5.9433E-57,2.72013E-52
4930452B06Rik,SST Neurons,2.343677937,0.749,0.3,2.0334E-56,9.30648E-52
1500009L16Rik,SST Neurons,1.335554137,0.944,0.449,3.90284E-56,1.78625E-51
Klf10,SST Neurons,-4.240511659,0.084,0.607,8.68458E-55,3.97476E-50
Diras1,SST Neurons,1.445559281,0.927,0.487,5.26876E-54,2.41141E-49
Gm16532,SST Neurons,2.069090518,0.575,0.105,6.45933E-54,2.95631E-49
9130024F11Rik,SST Neurons,-3.644334007,0.017,0.535,7.88402E-54,3.60836E-49
Egr3,SST Neurons,-4.026090241,0.056,0.583,1.06933E-53,4.89412E-49
Nrp1,SST Neurons,-5.046157785,0.078,0.6,1.17365E-53,5.37155E-49
Slc29a1,SST Neurons,1.100155421,0.849,0.305,4.41277E-53,2.01963E-48
Gm8281,SST Neurons,2.091862411,0.508,0.075,5.46699E-53,2.50213E-48
Tspan2,SST Neurons,-2.17646824,0.676,0.161,2.26519E-52,1.03673E-47
Zfp941,SST Neurons,1.183742389,0.866,0.341,2.34887E-52,1.07503E-47
B3gat1,SST Neurons,-1.604254815,0.073,0.623,3.20036E-52,1.46474E-47
Hs3st2,SST Neurons,-3.932439255,0.095,0.582,3.24389E-52,1.48466E-47
Meis2,SST Neurons,-7.137582772,0.039,0.53,5.25917E-52,2.40702E-47
Mmd2,SST Neurons,-4.10617185,0.279,0.754,1.2188E-51,5.57821E-47
LOC102643147,SST Neurons,-3.985785974,0.028,0.531,1.94436E-51,8.89895E-47
Rtn4r,SST Neurons,-3.908405245,0.078,0.586,6.4793E-51,2.96545E-46
Klhl13,SST Neurons,1.730927262,0.726,0.242,1.60003E-50,7.32302E-46
Inf2,SST Neurons,-4.701350714,0.028,0.53,4.31058E-50,1.97287E-45
Crim1,SST Neurons,-4.449165628,0.151,0.645,6.58046E-50,3.01175E-45
Ptgs1,SST Neurons,1.346454111,0.575,0.113,3.49739E-49,1.60068E-44
Apitd1,SST Neurons,1.447243265,0.788,0.318,5.84293E-49,2.67419E-44
Sox5,SST Neurons,-3.207860303,0.207,0.703,3.094E-48,1.41606E-43
Atg9b,SST Neurons,1.227533562,0.547,0.096,3.48309E-48,1.59414E-43
Barx2,SST Neurons,1.836191712,0.536,0.104,4.11817E-48,1.88481E-43
Rps4l,SST Neurons,1.315489677,0.849,0.362,7.03069E-48,3.2178E-43
Cd55,SST Neurons,1.819933452,0.67,0.167,7.1456E-48,3.2704E-43
Gm28175,SST Neurons,1.287717978,0.777,0.295,1.1512E-47,5.26881E-43
Trib2,SST Neurons,-4.333868025,0.05,0.555,1.59466E-47,7.29842E-43
Lppr3,SST Neurons,1.128895888,0.899,0.425,1.83164E-47,8.38307E-43
Hrk,SST Neurons,-4.555529215,0,0.452,1.88804E-47,8.6412E-43
Ovol2,SST Neurons,-3.536770944,0.061,0.553,2.56244E-47,1.17278E-42
Kcnc1,SST Neurons,1.030840009,0.961,0.548,1.28486E-46,5.88053E-42
Mapk4,SST Neurons,-4.127686172,0.201,0.672,2.20658E-46,1.00991E-41
Per3,SST Neurons,-3.242467256,0.229,0.71,4.53985E-46,2.0778E-41
LOC102634132,SST Neurons,-3.283428397,0.05,0.541,6.123E-46,2.80237E-41
Il1rap,SST Neurons,-3.335026851,0.162,0.65,1.03436E-45,4.73408E-41
Frmpd3,SST Neurons,1.349205784,0.782,0.294,1.41269E-45,6.46561E-41
Sh2d7,SST Neurons,1.128267058,0.883,0.42,1.55879E-45,7.13429E-41
2010204K13Rik,SST Neurons,1.231536373,0.899,0.455,2.11896E-45,9.69805E-41
Rgs9,SST Neurons,1.633601872,0.827,0.341,2.7115E-45,1.241E-40
Grip2,SST Neurons,1.194193723,0.715,0.228,2.84032E-45,1.29996E-40
Slitrk3,SST Neurons,1.14553669,0.894,0.435,1.79739E-44,8.2263E-40
Kcna3,SST Neurons,1.605450622,0.687,0.21,1.83289E-44,8.38876E-40
Thsd7a,SST Neurons,1.745109518,0.67,0.246,1.92313E-44,8.80179E-40
Sptb,SST Neurons,1.182576286,0.855,0.394,2.20723E-44,1.01021E-39
Ankrd33b,SST Neurons,-3.215566108,0.151,0.619,2.41954E-44,1.10737E-39
Chsy3,SST Neurons,-2.926671474,0.223,0.689,3.10447E-44,1.42086E-39
LOC100503338,SST Neurons,-4.615452822,0.335,0.738,3.11584E-44,1.42606E-39
LOC105243542,SST Neurons,-4.375180285,0.011,0.464,4.7578E-44,2.17755E-39
Gpd1,SST Neurons,-4.088699472,0.078,0.561,6.24906E-44,2.86007E-39
Arc,SST Neurons,-4.938030793,0.056,0.508,9.95262E-43,4.55511E-38
Rasal1,SST Neurons,-3.765537454,0.089,0.55,1.90694E-42,8.72767E-38
Gm35248,SST Neurons,-3.198631044,0.061,0.535,3.56684E-42,1.63247E-37
LOC105245487,SST Neurons,1.435846666,0.642,0.185,3.29955E-41,1.51014E-36
Fam84a,SST Neurons,1.233066698,0.676,0.199,3.49385E-41,1.59907E-36
Ipcef1,SST Neurons,-3.233896494,0.184,0.592,8.6117E-41,3.9414E-36
Arhgef37,SST Neurons,-1.922007069,0.201,0.679,2.32119E-40,1.06236E-35
Adora1,SST Neurons,-2.709573922,0.291,0.7,2.70045E-40,1.23594E-35
Ephb1,SST Neurons,-3.635269376,0.106,0.569,5.08786E-40,2.32861E-35
Camk1g,SST Neurons,1.30318695,0.832,0.372,7.79733E-40,3.56868E-35
Clmp,SST Neurons,1.256231096,0.676,0.232,9.85688E-40,4.5113E-35
Casz1,SST Neurons,1.409089562,0.866,0.451,1.09333E-39,5.00396E-35
Galnt18,SST Neurons,-2.061070484,0.235,0.717,1.73596E-39,7.94516E-35
Vstm5,SST Neurons,1.117686548,0.81,0.375,7.80774E-39,3.57345E-34
2310075C17Rik,SST Neurons,-3.190725144,0.017,0.43,4.35722E-38,1.99421E-33
Slc39a6,SST Neurons,1.053069101,0.883,0.453,7.37397E-38,3.37492E-33
Tmem255a,SST Neurons,1.207188433,0.553,0.145,8.47301E-38,3.87793E-33
Lix1,SST Neurons,-3.301066913,0.274,0.714,9.2588E-38,4.23757E-33
E130012A19Rik,SST Neurons,-3.011537327,0.112,0.552,1.03334E-37,4.72939E-33
Prss12,SST Neurons,-3.60997097,0.123,0.54,1.55536E-36,7.11856E-32
Cadps2,SST Neurons,-2.591533276,0.218,0.643,1.79392E-36,8.21042E-32
Islr2,SST Neurons,-2.190299549,0.039,0.467,2.05158E-36,9.38968E-32
Chac1,SST Neurons,1.269615382,0.793,0.356,2.6069E-36,1.19313E-31
Tesc,SST Neurons,-4.387280227,0.128,0.547,1.24438E-35,5.6953E-31
A930029G22Rik,SST Neurons,1.151574778,0.587,0.165,2.10474E-35,9.63297E-31
Pamr1,SST Neurons,-3.402762946,0.095,0.526,2.47018E-35,1.13055E-30
Ppfia4,SST Neurons,1.203271633,0.654,0.223,5.28534E-35,2.41899E-30
Vat1l,SST Neurons,1.537378815,0.659,0.25,5.58301E-35,2.55523E-30
Sstr1,SST Neurons,1.361292273,0.715,0.3,1.59118E-34,7.28251E-30
Gm30439,SST Neurons,-2.687748892,0.061,0.478,3.47562E-34,1.59072E-29
C730002L08Rik,SST Neurons,-3.573940941,0.045,0.449,5.1016E-34,2.3349E-29
Cptp,SST Neurons,1.0457882,0.771,0.36,2.33701E-33,1.0696E-28
A930011G23Rik,SST Neurons,-2.037089462,0.19,0.621,1.58681E-32,7.26253E-28
Aifm3,SST Neurons,-2.962683215,0.196,0.601,1.83585E-32,8.40233E-28
Hes1,SST Neurons,-4.319727127,0.123,0.541,2.2851E-32,1.04585E-27
Itga2b,SST Neurons,1.000095896,0.581,0.177,8.35678E-32,3.82473E-27
Ccne1,SST Neurons,1.019673772,0.838,0.424,2.98695E-31,1.36707E-26
Shisa9,SST Neurons,-1.817386477,0.279,0.696,3.21707E-31,1.47239E-26
Kcnh3,SST Neurons,-2.636582067,0.145,0.551,3.64762E-31,1.66944E-26
Vamp1,SST Neurons,1.027923066,0.793,0.389,4.07231E-31,1.86381E-26
Rap2b,SST Neurons,-2.331139304,0.207,0.617,4.50848E-31,2.06344E-26
Cecr6,SST Neurons,-2.364920752,0.134,0.537,1.41388E-30,6.47103E-26
Vip,VIP Neurons,13.73296225,0.996,0.222,0,0
Adarb2,VIP Neurons,6.18192868,1,0.186,0,0
Calb2,VIP Neurons,5.874119156,0.88,0.155,0,0
Igf1,VIP Neurons,5.828853069,1,0.116,0,0
Dlx6os1,VIP Neurons,5.472880686,0.988,0.075,0,0
Rgs10,VIP Neurons,4.901596502,0.972,0.351,0,0
Prox1,VIP Neurons,4.117002631,0.98,0.029,0,0
LOC102632463,VIP Neurons,4.963211356,0.845,0.013,0,0
Dlx1,VIP Neurons,4.823867392,0.96,0.055,0,3.5452E-308
Pthlh,VIP Neurons,4.699078572,0.837,0.045,8.7974E-282,4.0264E-277
Gad1,VIP Neurons,3.133578596,1,0.156,3.7088E-273,1.6974E-268
Slc32a1,VIP Neurons,2.95933439,0.98,0.06,2.654E-264,1.2147E-259
Grpr,VIP Neurons,5.714463135,0.713,0.012,7.1261E-259,3.2615E-254
Htr3a,VIP Neurons,8.575208178,0.669,0.019,1.9878E-257,9.0979E-253
Synpr,VIP Neurons,3.800326336,1,0.345,7.3705E-255,3.3733E-250
Gad2,VIP Neurons,2.935729483,0.988,0.118,2.495E-251,1.1419E-246
Asic4,VIP Neurons,4.025272291,0.861,0.054,8.2482E-248,3.775E-243
Tac2,VIP Neurons,9.556428959,0.486,0.063,1.0368E-244,4.745E-240
Erbb4,VIP Neurons,2.75992779,1,0.26,1.2267E-239,5.6142E-235
Dlx1as,VIP Neurons,3.801026481,0.873,0.052,4.4824E-229,2.0515E-224
Rpp25,VIP Neurons,2.829220147,0.968,0.326,2.6067E-222,1.193E-217
Maf,VIP Neurons,3.140843764,0.92,0.103,6.4902E-221,2.9705E-216
Zfp536,VIP Neurons,2.446395872,0.98,0.192,3.1688E-217,1.4503E-212
Crh,VIP Neurons,6.095782798,0.677,0.061,3.4072E-217,1.5594E-212
Kcnip1,VIP Neurons,3.42764722,0.924,0.148,9.6838E-217,4.4321E-212
Cnr1,VIP Neurons,3.716676557,0.992,0.531,3.0482E-210,1.3951E-205
Vstm2l,VIP Neurons,2.935808628,0.976,0.48,6.7713E-205,3.0991E-200
Neurod6,VIP Neurons,-8.552620903,0.163,0.705,5.6604E-202,2.5907E-197
Dlx2,VIP Neurons,4.101883565,0.721,0.033,1.1813E-191,5.4064E-187
Ptn,VIP Neurons,-5.811711043,0.207,0.923,3.3831E-189,1.5484E-184
Slc17a7,VIP Neurons,-8.256453692,0.131,0.734,4.6282E-189,2.1183E-184
Dlx5,VIP Neurons,3.181669801,0.789,0.058,1.196E-181,5.4737E-177
Penk,VIP Neurons,4.38341159,0.789,0.201,1.7191E-180,7.8679E-176
A530058N18Rik,VIP Neurons,3.244770439,0.869,0.132,1.6474E-174,7.5397E-170
Cpne7,VIP Neurons,3.354965037,0.888,0.175,3.8385E-174,1.7568E-169
Sp8,VIP Neurons,4.883703519,0.466,0.001,4.9183E-171,2.251E-166
Zfp804a,VIP Neurons,3.169788401,0.964,0.486,9.7159E-169,4.4468E-164
Sv2b,VIP Neurons,-7.7500893,0.108,0.729,1.9511E-167,8.9296E-163
Gm34196,VIP Neurons,3.293579948,0.781,0.186,3.42E-165,1.5653E-160
Kcnmb2,VIP Neurons,2.996996554,0.829,0.124,3.9495E-165,1.8076E-160
Rprml,VIP Neurons,-5.760606011,0.072,0.716,3.9766E-164,1.82E-159
Gm14204,VIP Neurons,3.41890581,0.737,0.06,8.4801E-163,3.8812E-158
Grm3,VIP Neurons,-5.202797686,0.159,0.876,4.3133E-159,1.9741E-154
Gm5087,VIP Neurons,4.323090439,0.641,0.075,4.4865E-159,2.0534E-154
Igsf3,VIP Neurons,2.508992723,0.956,0.336,8.8133E-159,4.0337E-154
Nr2f2,VIP Neurons,2.355436465,0.785,0.077,1.7637E-157,8.0722E-153
Pnoc,VIP Neurons,4.464483379,0.562,0.04,4.0051E-156,1.8331E-151
LOC105247005,VIP Neurons,4.199774071,0.598,0.034,4.4206E-155,2.0232E-150
Itpr1,VIP Neurons,-4.359538693,0.159,0.805,3.9224E-153,1.7952E-148
Zcchc12,VIP Neurons,2.570291358,0.952,0.32,3.0786E-152,1.409E-147
Pcbd1,VIP Neurons,3.29263242,0.717,0.156,8.0989E-152,3.7067E-147
Pcdh8,VIP Neurons,3.039793275,0.809,0.139,2.0791E-151,9.5158E-147
Npas1,VIP Neurons,3.395776333,0.681,0.093,3.0263E-151,1.3851E-146
Arl4c,VIP Neurons,2.925635549,0.876,0.207,1.2084E-148,5.5308E-144
Rasgrp1,VIP Neurons,-3.618241973,0.151,0.773,3.6936E-143,1.6905E-138
Krt1,VIP Neurons,3.217645687,0.649,0.097,4.4837E-143,2.0521E-138
Npy2r,VIP Neurons,5.377805033,0.502,0.027,2.9368E-141,1.3441E-136
Sall1,VIP Neurons,2.720071716,0.689,0.059,1.1145E-139,5.1009E-135
Slc44a5,VIP Neurons,3.49704374,0.785,0.231,1.1401E-136,5.2179E-132
Galntl6,VIP Neurons,1.908975908,1,0.542,2.2672E-135,1.0377E-130
Cntnap5c,VIP Neurons,2.34935256,0.825,0.235,1.3851E-134,6.3393E-130
LOC102641105,VIP Neurons,-5.586610211,0.108,0.756,5.9016E-134,2.701E-129
Nrn1,VIP Neurons,-7.982260671,0.147,0.683,2.9599E-133,1.3547E-128
Pde1a,VIP Neurons,-4.0260706,0.215,0.76,8.4567E-133,3.8705E-128
Elfn1,VIP Neurons,2.802725491,0.705,0.144,7.024E-132,3.2147E-127
Sorcs3,VIP Neurons,2.22073009,0.984,0.485,3.4725E-131,1.5893E-126
Cap2,VIP Neurons,-3.008684799,0.303,0.858,7.9418E-131,3.6348E-126
Tbr1,VIP Neurons,-6.477099503,0.024,0.699,8.8718E-129,4.0604E-124
Sox2ot,VIP Neurons,1.309760349,0.912,0.219,2.0765E-126,9.5036E-122
Fstl5,VIP Neurons,2.941147707,0.884,0.424,4.9492E-126,2.2652E-121
Lphn2,VIP Neurons,-3.722047338,0.155,0.79,9.128E-124,4.1777E-119
Slc24a3,VIP Neurons,2.276413036,0.988,0.54,2.391E-123,1.0943E-118
Adra1b,VIP Neurons,2.923287106,0.853,0.401,1.7473E-122,7.9968E-118
3110035E14Rik,VIP Neurons,-4.158116398,0.299,0.708,4.5286E-122,2.0727E-117
Rgs8,VIP Neurons,2.949980868,0.805,0.335,1.1993E-121,5.4888E-117
Neurod2,VIP Neurons,-5.258353725,0.004,0.682,2.1521E-120,9.8499E-116
Pbx1,VIP Neurons,-2.119192129,0.47,0.938,5.2096E-119,2.3843E-114
Tox,VIP Neurons,-4.099557373,0.1,0.754,4.2567E-118,1.9482E-113
Mpped1,VIP Neurons,-4.142503861,0.056,0.732,4.7456E-118,2.172E-113
Fxyd1,VIP Neurons,-5.420711612,0.048,0.738,2.6561E-116,1.2156E-111
Crym,VIP Neurons,-7.884146373,0.108,0.551,8.7366E-116,3.9986E-111
Wnt5a,VIP Neurons,4.231068941,0.478,0.037,1.2216E-115,5.5909E-111
Npy1r,VIP Neurons,2.628847124,0.865,0.398,1.3358E-113,6.1137E-109
Adora1,VIP Neurons,-4.272220966,0.068,0.713,5.4569E-113,2.4975E-108
Atp2b4,VIP Neurons,-5.914596595,0.072,0.72,3.3073E-111,1.5137E-106
Cbln2,VIP Neurons,2.876806602,0.845,0.39,1.8842E-110,8.6234E-106
Cenpa,VIP Neurons,2.746817306,0.665,0.117,2.2203E-110,1.0162E-105
Rgs4,VIP Neurons,-4.5989701,0.251,0.758,5.7325E-110,2.6236E-105
Shisa6,VIP Neurons,3.095403717,0.681,0.155,7.8093E-109,3.5742E-104
Camk2n2,VIP Neurons,1.639336003,0.984,0.482,1.6568E-108,7.5829E-104
Ano3,VIP Neurons,-3.453406985,0.195,0.725,3.5119E-108,1.6073E-103
Nptx1,VIP Neurons,-4.597668979,0.06,0.674,2.5644E-106,1.1737E-101
Ankrd55,VIP Neurons,3.483058658,0.53,0.094,3.4961E-106,1.6001E-101
Btbd11,VIP Neurons,2.211355796,0.669,0.106,1.0867E-105,4.9736E-101
Marcksl1,VIP Neurons,1.378702466,0.936,0.308,2.6364E-105,1.2066E-100
Ptk2b,VIP Neurons,-3.159647361,0.422,0.868,1.4533E-104,6.6515E-100
Satb2,VIP Neurons,-6.227834853,0.092,0.678,3.5245E-103,1.61309E-98
Cpne2,VIP Neurons,2.208253518,0.801,0.2,5.3483E-103,2.4478E-98
Dhrs7,VIP Neurons,-2.038760174,0.227,0.852,6.5895E-103,3.0159E-98
Cckbr,VIP Neurons,-6.373910503,0.012,0.621,2.0979E-102,9.60154E-98
Cd34,VIP Neurons,-5.838920736,0.04,0.632,6.0638E-102,2.77529E-97
Gm3134,VIP Neurons,1.224193873,0.618,0.069,7.3672E-102,3.37183E-97
Itpka,VIP Neurons,-4.532529622,0.096,0.651,4.2946E-101,1.96555E-96
Dusp14,VIP Neurons,-3.037006095,0.327,0.766,6.8321E-101,3.1269E-96
Ubash3b,VIP Neurons,1.988481904,0.849,0.272,3.0608E-100,1.40087E-95
Gm20754,VIP Neurons,2.389215999,0.821,0.356,2.7447E-99,1.25618E-94
Tiam2,VIP Neurons,-2.437974017,0.203,0.765,1.64854E-97,7.54502E-93
Dpy19l1,VIP Neurons,-3.452968346,0.084,0.706,9.04485E-97,4.13965E-92
Gm11549,VIP Neurons,-5.552565304,0.048,0.589,2.50636E-96,1.14711E-91
Ipcef1,VIP Neurons,-6.199364024,0.016,0.603,4.99082E-95,2.2842E-90
Lxn,VIP Neurons,-4.51476888,0.032,0.651,1.07687E-94,4.92863E-90
St6galnac5,VIP Neurons,-2.712422119,0.199,0.787,2.83453E-94,1.29731E-89
Ptpro,VIP Neurons,2.37305537,0.709,0.179,8.45635E-94,3.8703E-89
Rasl11b,VIP Neurons,-5.288578038,0.024,0.608,3.87879E-92,1.77524E-87
Sdk1,VIP Neurons,2.065932545,0.908,0.467,7.01579E-91,3.21099E-86
Kcnip3,VIP Neurons,-2.549174588,0.283,0.802,1.26912E-90,5.8085E-86
Klf9,VIP Neurons,-1.91730725,0.347,0.869,1.53422E-90,7.0218E-86
Nhs,VIP Neurons,2.821132967,0.645,0.129,3.20819E-90,1.46833E-85
Galnt9,VIP Neurons,-3.237404272,0.151,0.711,3.77314E-89,1.72689E-84
Xylt1,VIP Neurons,-5.175608959,0.036,0.631,6.38715E-89,2.92327E-84
Lppr3,VIP Neurons,2.428261924,0.88,0.42,1.6535E-88,7.56775E-84
Sirpa,VIP Neurons,-1.831874415,0.482,0.883,2.23535E-88,1.02307E-83
Cobl,VIP Neurons,-3.160906735,0.147,0.701,6.94795E-88,3.17994E-83
Ppp1r1b,VIP Neurons,-4.360547514,0.072,0.655,2.08615E-87,9.54788E-83
Nefl,VIP Neurons,-3.293190091,0.131,0.708,4.52025E-87,2.06883E-82
Extl1,VIP Neurons,-2.66092693,0.092,0.679,6.27249E-87,2.8708E-82
Bai2,VIP Neurons,-2.523041655,0.163,0.748,7.04675E-87,3.22516E-82
Kcnv1,VIP Neurons,-3.202316924,0.104,0.646,1.28966E-86,5.9025E-82
Qpct,VIP Neurons,1.986206452,0.9,0.484,2.60839E-86,1.19381E-81
Fezf2,VIP Neurons,-6.380390203,0.02,0.543,3.64646E-86,1.66891E-81
Ppapdc1a,VIP Neurons,2.417025354,0.586,0.113,5.33821E-86,2.44319E-81
Csgalnact1,VIP Neurons,-4.2022478,0.072,0.645,5.78768E-86,2.64891E-81
LOC102637409,VIP Neurons,2.981227103,0.514,0.08,7.28057E-86,3.33217E-81
Lix1,VIP Neurons,-3.406531531,0.155,0.724,2.03711E-84,9.32346E-80
Dlx6,VIP Neurons,2.380128153,0.47,0.039,2.70726E-84,1.23906E-79
N28178,VIP Neurons,-2.095504712,0.307,0.77,5.40472E-84,2.47363E-79
Lzts1,VIP Neurons,-2.520920141,0.127,0.705,6.15922E-84,2.81895E-79
Fmnl1,VIP Neurons,-3.454594198,0.191,0.707,2.0027E-83,9.16598E-79
Cidea,VIP Neurons,2.343343661,0.665,0.198,3.40493E-83,1.55837E-78
Arhgef37,VIP Neurons,-1.157772226,0.096,0.688,5.21871E-83,2.3885E-78
Gm17750,VIP Neurons,1.881620762,0.717,0.207,1.50376E-82,6.8824E-78
Hlf,VIP Neurons,-2.535993547,0.195,0.756,1.72649E-81,7.9018E-77
Nrg1,VIP Neurons,-2.590791536,0.414,0.845,1.35544E-80,6.20356E-76
Vwc2,VIP Neurons,3.182300931,0.59,0.154,1.49412E-80,6.83829E-76
Gng12,VIP Neurons,-4.019584835,0.116,0.662,1.54827E-80,7.08611E-76
Ak5,VIP Neurons,-2.624251899,0.191,0.745,1.72911E-80,7.91378E-76
Gm16537,VIP Neurons,1.885525417,0.645,0.216,3.93493E-80,1.80094E-75
9430020K01Rik,VIP Neurons,-3.732221334,0.295,0.72,4.44911E-80,2.03627E-75
Zfpm2,VIP Neurons,-2.335688392,0.311,0.787,5.59164E-80,2.55918E-75
Pcp4l1,VIP Neurons,1.666006053,0.769,0.244,7.0421E-80,3.22303E-75
Ramp1,VIP Neurons,-1.180215577,0.303,0.814,7.64568E-79,3.49928E-74
Arap2,VIP Neurons,-1.548768397,0.418,0.877,7.98955E-79,3.65666E-74
